clientes,cliente_id,repeticao,operacao,metodo,rota,codigo_status,sucesso,latencia_ms
10,5,3,ATUALIZAR,PUT,/produtos/{id},200,True,12.58
10,5,3,EXCLUIR,DELETE,/produtos/{id},204,True,6.18
10,6,3,CRIAR,POST,/produtos,201,True,16.42
10,6,3,LISTAR,GET,/produtos,200,True,13.0
10,6,3,CONSULTAR,GET,/produtos/{id},200,True,5.12
10,6,3,ATUALIZAR,PUT,/produtos/{id},200,True,6.81
10,6,3,EXCLUIR,DELETE,/produtos/{id},204,True,6.36
10,10,3,CRIAR,POST,/produtos,201,True,9.03
10,10,3,LISTAR,GET,/produtos,200,True,7.83
10,10,3,CONSULTAR,GET,/produtos/{id},200,True,6.75
10,10,3,ATUALIZAR,PUT,/produtos/{id},200,True,11.7
10,10,3,EXCLUIR,DELETE,/produtos/{id},204,True,4.69
10,4,3,CRIAR,POST,/produtos,201,True,16.42
10,4,3,LISTAR,GET,/produtos,200,True,13.19
10,4,3,CONSULTAR,GET,/produtos/{id},200,True,5.84
10,4,3,ATUALIZAR,PUT,/produtos/{id},200,True,7.57
10,4,3,EXCLUIR,DELETE,/produtos/{id},204,True,3.52
10,1,4,CRIAR,POST,/produtos,201,True,5.6
10,1,4,LISTAR,GET,/produtos,200,True,9.67
10,1,4,CONSULTAR,GET,/produtos/{id},200,True,4.3
10,1,4,ATUALIZAR,PUT,/produtos/{id},200,True,6.21
10,1,4,EXCLUIR,DELETE,/produtos/{id},204,True,8.15
10,2,4,CRIAR,POST,/produtos,201,True,4.12
10,2,4,LISTAR,GET,/produtos,200,True,10.26
10,2,4,CONSULTAR,GET,/produtos/{id},200,True,9.79
10,2,4,ATUALIZAR,PUT,/produtos/{id},200,True,15.66
10,2,4,EXCLUIR,DELETE,/produtos/{id},204,True,7.11
10,5,4,CRIAR,POST,/produtos,201,True,10.96
10,5,4,LISTAR,GET,/produtos,200,True,5.24
10,5,4,CONSULTAR,GET,/produtos/{id},200,True,9.49
10,5,4,ATUALIZAR,PUT,/produtos/{id},200,True,11.09
10,5,4,EXCLUIR,DELETE,/produtos/{id},204,True,5.16
10,4,4,CRIAR,POST,/produtos,201,True,10.75
10,4,4,LISTAR,GET,/produtos,200,True,9.4
10,4,4,CONSULTAR,GET,/produtos/{id},200,True,12.11
10,4,4,ATUALIZAR,PUT,/produtos/{id},200,True,10.56
10,4,4,EXCLUIR,DELETE,/produtos/{id},204,True,4.78
10,3,4,CRIAR,POST,/produtos,201,True,4.86
10,3,4,LISTAR,GET,/produtos,200,True,11.54
10,3,4,CONSULTAR,GET,/produtos/{id},200,True,13.03
10,3,4,ATUALIZAR,PUT,/produtos/{id},200,True,9.31
10,3,4,EXCLUIR,DELETE,/produtos/{id},204,True,5.88
10,9,4,CRIAR,POST,/produtos,201,True,11.19
10,9,4,LISTAR,GET,/produtos,200,True,11.95
10,9,4,CONSULTAR,GET,/produtos/{id},200,True,3.8
10,9,4,ATUALIZAR,PUT,/produtos/{id},200,True,9.51
10,9,4,EXCLUIR,DELETE,/produtos/{id},204,True,6.79
10,6,4,CRIAR,POST,/produtos,201,True,11.6
10,6,4,LISTAR,GET,/produtos,200,True,11.18
10,6,4,CONSULTAR,GET,/produtos/{id},200,True,15.14
10,6,4,ATUALIZAR,PUT,/produtos/{id},200,True,7.93
10,6,4,EXCLUIR,DELETE,/produtos/{id},204,True,4.55
10,8,4,CRIAR,POST,/produtos,201,True,15.05
10,8,4,LISTAR,GET,/produtos,200,True,8.37
10,8,4,CONSULTAR,GET,/produtos/{id},200,True,15.58
10,8,4,ATUALIZAR,PUT,/produtos/{id},200,True,6.01
10,8,4,EXCLUIR,DELETE,/produtos/{id},204,True,2.72
10,10,4,CRIAR,POST,/produtos,201,True,12.24
10,10,4,LISTAR,GET,/produtos,200,True,4.88
10,10,4,CONSULTAR,GET,/produtos/{id},200,True,13.74
10,10,4,ATUALIZAR,PUT,/produtos/{id},200,True,11.32
10,10,4,EXCLUIR,DELETE,/produtos/{id},204,True,3.83
10,7,4,CRIAR,POST,/produtos,201,True,10.52
10,7,4,LISTAR,GET,/produtos,200,True,10.09
10,7,4,CONSULTAR,GET,/produtos/{id},200,True,12.56
10,7,4,ATUALIZAR,PUT,/produtos/{id},200,True,7.67
10,7,4,EXCLUIR,DELETE,/produtos/{id},204,True,2.52
10,1,5,CRIAR,POST,/produtos,201,True,8.48
10,1,5,LISTAR,GET,/produtos,200,True,5.52
10,1,5,CONSULTAR,GET,/produtos/{id},200,True,9.08
10,1,5,ATUALIZAR,PUT,/produtos/{id},200,True,8.13
10,1,5,EXCLUIR,DELETE,/produtos/{id},204,True,8.71
10,3,5,CRIAR,POST,/produtos,201,True,4.77
10,3,5,LISTAR,GET,/produtos,200,True,6.13
10,3,5,CONSULTAR,GET,/produtos/{id},200,True,9.8
10,3,5,ATUALIZAR,PUT,/produtos/{id},200,True,11.24
10,3,5,EXCLUIR,DELETE,/produtos/{id},204,True,6.62
10,4,5,CRIAR,POST,/produtos,201,True,4.94
10,4,5,LISTAR,GET,/produtos,200,True,2.46
10,4,5,CONSULTAR,GET,/produtos/{id},200,True,11.23
10,4,5,ATUALIZAR,PUT,/produtos/{id},200,True,10.7
10,4,5,EXCLUIR,DELETE,/produtos/{id},204,True,6.17
10,2,5,CRIAR,POST,/produtos,201,True,7.48
10,2,5,LISTAR,GET,/produtos,200,True,9.61
10,2,5,CONSULTAR,GET,/produtos/{id},200,True,7.81
10,2,5,ATUALIZAR,PUT,/produtos/{id},200,True,13.34
10,2,5,EXCLUIR,DELETE,/produtos/{id},204,True,5.4
10,5,5,CRIAR,POST,/produtos,201,True,6.92
10,5,5,LISTAR,GET,/produtos,200,True,8.26
10,5,5,CONSULTAR,GET,/produtos/{id},200,True,11.97
10,5,5,ATUALIZAR,PUT,/produtos/{id},200,True,12.67
10,5,5,EXCLUIR,DELETE,/produtos/{id},204,True,5.8
10,10,5,CRIAR,POST,/produtos,201,True,12.97
10,10,5,LISTAR,GET,/produtos,200,True,5.49
10,10,5,CONSULTAR,GET,/produtos/{id},200,True,7.45
10,10,5,ATUALIZAR,PUT,/produtos/{id},200,True,9.65
10,10,5,EXCLUIR,DELETE,/produtos/{id},204,True,3.97
10,8,5,CRIAR,POST,/produtos,201,True,8.3
10,8,5,LISTAR,GET,/produtos,200,True,9.89
10,8,5,CONSULTAR,GET,/produtos/{id},200,True,11.67
10,8,5,ATUALIZAR,PUT,/produtos/{id},200,True,8.54
10,8,5,EXCLUIR,DELETE,/produtos/{id},204,True,4.82
10,6,5,CRIAR,POST,/produtos,201,True,10.78
10,6,5,LISTAR,GET,/produtos,200,True,8.97
10,6,5,CONSULTAR,GET,/produtos/{id},200,True,8.44
10,6,5,ATUALIZAR,PUT,/produtos/{id},200,True,15.83
10,6,5,EXCLUIR,DELETE,/produtos/{id},204,True,3.01
10,9,5,CRIAR,POST,/produtos,201,True,16.08
10,9,5,LISTAR,GET,/produtos,200,True,10.48
10,9,5,CONSULTAR,GET,/produtos/{id},200,True,13.93
10,9,5,ATUALIZAR,PUT,/produtos/{id},200,True,7.11
10,9,5,EXCLUIR,DELETE,/produtos/{id},204,True,4.3
10,7,5,CRIAR,POST,/produtos,201,True,14.24
10,7,5,LISTAR,GET,/produtos,200,True,14.5
10,7,5,CONSULTAR,GET,/produtos/{id},200,True,14.62
10,7,5,ATUALIZAR,PUT,/produtos/{id},200,True,5.96
10,7,5,EXCLUIR,DELETE,/produtos/{id},204,True,3.18
10,5,6,CRIAR,POST,/produtos,201,True,6.83
10,5,6,LISTAR,GET,/produtos,200,True,6.58
10,5,6,CONSULTAR,GET,/produtos/{id},200,True,7.13
10,5,6,ATUALIZAR,PUT,/produtos/{id},200,True,10.2
10,5,6,EXCLUIR,DELETE,/produtos/{id},204,True,4.67
10,2,6,CRIAR,POST,/produtos,201,True,6.33
10,2,6,LISTAR,GET,/produtos,200,True,10.71
10,2,6,CONSULTAR,GET,/produtos/{id},200,True,9.96
10,2,6,ATUALIZAR,PUT,/produtos/{id},200,True,9.83
10,2,6,EXCLUIR,DELETE,/produtos/{id},204,True,10.37
10,7,6,CRIAR,POST,/produtos,201,True,7.17
10,7,6,LISTAR,GET,/produtos,200,True,9.83
10,7,6,CONSULTAR,GET,/produtos/{id},200,True,11.29
10,7,6,ATUALIZAR,PUT,/produtos/{id},200,True,9.9
10,7,6,EXCLUIR,DELETE,/produtos/{id},204,True,6.13
10,1,6,CRIAR,POST,/produtos,201,True,7.96
10,1,6,LISTAR,GET,/produtos,200,True,10.19
10,1,6,CONSULTAR,GET,/produtos/{id},200,True,9.82
10,1,6,ATUALIZAR,PUT,/produtos/{id},200,True,11.44
10,1,6,EXCLUIR,DELETE,/produtos/{id},204,True,10.21
10,6,6,CRIAR,POST,/produtos,201,True,10.38
10,6,6,LISTAR,GET,/produtos,200,True,8.95
10,6,6,CONSULTAR,GET,/produtos/{id},200,True,8.62
10,6,6,ATUALIZAR,PUT,/produtos/{id},200,True,8.12
10,6,6,EXCLUIR,DELETE,/produtos/{id},204,True,8.38
10,3,6,CRIAR,POST,/produtos,201,True,5.87
10,3,6,LISTAR,GET,/produtos,200,True,13.96
10,3,6,CONSULTAR,GET,/produtos/{id},200,True,9.69
10,3,6,ATUALIZAR,PUT,/produtos/{id},200,True,9.04
10,3,6,EXCLUIR,DELETE,/produtos/{id},204,True,8.52
10,9,6,CRIAR,POST,/produtos,201,True,7.21
10,9,6,LISTAR,GET,/produtos,200,True,9.59
10,9,6,CONSULTAR,GET,/produtos/{id},200,True,14.24
10,9,6,ATUALIZAR,PUT,/produtos/{id},200,True,9.08
10,9,6,EXCLUIR,DELETE,/produtos/{id},204,True,5.65
10,4,6,CRIAR,POST,/produtos,201,True,6.88
10,4,6,LISTAR,GET,/produtos,200,True,13.85
10,4,6,CONSULTAR,GET,/produtos/{id},200,True,9.11
10,4,6,ATUALIZAR,PUT,/produtos/{id},200,True,11.68
10,4,6,EXCLUIR,DELETE,/produtos/{id},204,True,6.64
10,8,6,CRIAR,POST,/produtos,201,True,6.0
10,8,6,LISTAR,GET,/produtos,200,True,15.03
10,8,6,CONSULTAR,GET,/produtos/{id},200,True,10.18
10,8,6,ATUALIZAR,PUT,/produtos/{id},200,True,15.33
10,8,6,EXCLUIR,DELETE,/produtos/{id},204,True,1.69
10,10,6,CRIAR,POST,/produtos,201,True,8.58
10,10,6,LISTAR,GET,/produtos,200,True,11.53
10,10,6,CONSULTAR,GET,/produtos/{id},200,True,11.89
10,10,6,ATUALIZAR,PUT,/produtos/{id},200,True,12.7
10,10,6,EXCLUIR,DELETE,/produtos/{id},204,True,2.72
10,6,7,CRIAR,POST,/produtos,201,True,9.41
10,6,7,LISTAR,GET,/produtos,200,True,10.94
10,6,7,CONSULTAR,GET,/produtos/{id},200,True,6.16
10,6,7,ATUALIZAR,PUT,/produtos/{id},200,True,9.1
10,6,7,EXCLUIR,DELETE,/produtos/{id},204,True,5.04
10,5,7,CRIAR,POST,/produtos,201,True,7.54
10,5,7,LISTAR,GET,/produtos,200,True,14.12
10,5,7,CONSULTAR,GET,/produtos/{id},200,True,10.04
10,5,7,ATUALIZAR,PUT,/produtos/{id},200,True,8.13
10,5,7,EXCLUIR,DELETE,/produtos/{id},204,True,7.5
10,1,7,CRIAR,POST,/produtos,201,True,5.32
10,1,7,LISTAR,GET,/produtos,200,True,12.8
10,1,7,CONSULTAR,GET,/produtos/{id},200,True,10.38
10,1,7,ATUALIZAR,PUT,/produtos/{id},200,True,15.61
10,1,7,EXCLUIR,DELETE,/produtos/{id},204,True,5.92
10,2,7,CRIAR,POST,/produtos,201,True,11.32
10,2,7,LISTAR,GET,/produtos,200,True,8.1
10,2,7,CONSULTAR,GET,/produtos/{id},200,True,4.57
10,2,7,ATUALIZAR,PUT,/produtos/{id},200,True,13.55
10,2,7,EXCLUIR,DELETE,/produtos/{id},204,True,10.2
10,3,7,CRIAR,POST,/produtos,201,True,5.49
10,3,7,LISTAR,GET,/produtos,200,True,14.18
10,3,7,CONSULTAR,GET,/produtos/{id},200,True,9.56
10,3,7,ATUALIZAR,PUT,/produtos/{id},200,True,13.23
10,3,7,EXCLUIR,DELETE,/produtos/{id},204,True,7.52
10,4,7,CRIAR,POST,/produtos,201,True,5.71
10,4,7,LISTAR,GET,/produtos,200,True,10.56
10,4,7,CONSULTAR,GET,/produtos/{id},200,True,11.95
10,4,7,ATUALIZAR,PUT,/produtos/{id},200,True,17.47
10,4,7,EXCLUIR,DELETE,/produtos/{id},204,True,4.77
10,10,7,CRIAR,POST,/produtos,201,True,11.4
10,10,7,LISTAR,GET,/produtos,200,True,10.43
10,10,7,CONSULTAR,GET,/produtos/{id},200,True,11.26
10,10,7,ATUALIZAR,PUT,/produtos/{id},200,True,8.3
10,10,7,EXCLUIR,DELETE,/produtos/{id},204,True,6.04
10,9,7,CRIAR,POST,/produtos,201,True,12.94
10,9,7,LISTAR,GET,/produtos,200,True,11.92
10,9,7,CONSULTAR,GET,/produtos/{id},200,True,8.32
10,9,7,ATUALIZAR,PUT,/produtos/{id},200,True,12.99
10,9,7,EXCLUIR,DELETE,/produtos/{id},204,True,5.37
10,8,7,CRIAR,POST,/produtos,201,True,11.69
10,8,7,LISTAR,GET,/produtos,200,True,9.41
10,8,7,CONSULTAR,GET,/produtos/{id},200,True,12.69
10,8,7,ATUALIZAR,PUT,/produtos/{id},200,True,10.25
10,8,7,EXCLUIR,DELETE,/produtos/{id},204,True,5.88
10,7,7,CRIAR,POST,/produtos,201,True,14.95
10,7,7,LISTAR,GET,/produtos,200,True,8.21
10,7,7,CONSULTAR,GET,/produtos/{id},200,True,14.2
10,7,7,ATUALIZAR,PUT,/produtos/{id},200,True,11.53
10,7,7,EXCLUIR,DELETE,/produtos/{id},204,True,5.02
10,5,8,CRIAR,POST,/produtos,201,True,3.89
10,5,8,LISTAR,GET,/produtos,200,True,36.73
10,5,8,CONSULTAR,GET,/produtos/{id},200,True,19.52
10,5,8,ATUALIZAR,PUT,/produtos/{id},200,True,12.95
10,5,8,EXCLUIR,DELETE,/produtos/{id},204,True,7.18
10,2,8,CRIAR,POST,/produtos,201,True,4.0
10,2,8,LISTAR,GET,/produtos,200,True,53.77
10,2,8,CONSULTAR,GET,/produtos/{id},200,True,7.33
10,2,8,ATUALIZAR,PUT,/produtos/{id},200,True,12.76
10,2,8,EXCLUIR,DELETE,/produtos/{id},204,True,3.81
10,4,8,CRIAR,POST,/produtos,201,True,23.75
10,4,8,LISTAR,GET,/produtos,200,True,34.63
10,4,8,CONSULTAR,GET,/produtos/{id},200,True,7.32
10,4,8,ATUALIZAR,PUT,/produtos/{id},200,True,13.05
10,4,8,EXCLUIR,DELETE,/produtos/{id},204,True,5.41
10,3,8,CRIAR,POST,/produtos,201,True,4.13
10,3,8,LISTAR,GET,/produtos,200,True,40.23
10,3,8,CONSULTAR,GET,/produtos/{id},200,True,9.25
10,3,8,ATUALIZAR,PUT,/produtos/{id},200,True,12.03
10,3,8,EXCLUIR,DELETE,/produtos/{id},204,True,7.43
10,7,8,CRIAR,POST,/produtos,201,True,31.68
10,7,8,LISTAR,GET,/produtos,200,True,26.99
10,7,8,CONSULTAR,GET,/produtos/{id},200,True,10.62
10,7,8,ATUALIZAR,PUT,/produtos/{id},200,True,12.6
10,7,8,EXCLUIR,DELETE,/produtos/{id},204,True,4.95
10,8,8,CRIAR,POST,/produtos,201,True,45.92
10,8,8,LISTAR,GET,/produtos,200,True,7.44
10,8,8,CONSULTAR,GET,/produtos/{id},200,True,8.26
10,8,8,ATUALIZAR,PUT,/produtos/{id},200,True,11.13
10,8,8,EXCLUIR,DELETE,/produtos/{id},204,True,5.63
10,6,8,CRIAR,POST,/produtos,201,True,40.42
10,6,8,LISTAR,GET,/produtos,200,True,18.96
10,6,8,CONSULTAR,GET,/produtos/{id},200,True,9.02
10,6,8,ATUALIZAR,PUT,/produtos/{id},200,True,13.71
10,6,8,EXCLUIR,DELETE,/produtos/{id},204,True,5.41
10,1,8,CRIAR,POST,/produtos,201,True,42.3
10,1,8,LISTAR,GET,/produtos,200,True,26.92
10,1,8,CONSULTAR,GET,/produtos/{id},200,True,11.93
10,1,8,ATUALIZAR,PUT,/produtos/{id},200,True,7.98
10,1,8,EXCLUIR,DELETE,/produtos/{id},204,True,4.32
10,9,8,CRIAR,POST,/produtos,201,True,53.62
10,9,8,LISTAR,GET,/produtos,200,True,11.68
10,9,8,CONSULTAR,GET,/produtos/{id},200,True,12.82
10,9,8,ATUALIZAR,PUT,/produtos/{id},200,True,9.05
10,9,8,EXCLUIR,DELETE,/produtos/{id},204,True,2.67
10,10,8,CRIAR,POST,/produtos,201,True,54.6
10,10,8,LISTAR,GET,/produtos,200,True,8.08
10,10,8,CONSULTAR,GET,/produtos/{id},200,True,13.56
10,10,8,ATUALIZAR,PUT,/produtos/{id},200,True,10.22
10,10,8,EXCLUIR,DELETE,/produtos/{id},204,True,2.85
10,4,9,CRIAR,POST,/produtos,201,True,12.35
10,4,9,LISTAR,GET,/produtos,200,True,4.56
10,4,9,CONSULTAR,GET,/produtos/{id},200,True,9.27
10,4,9,ATUALIZAR,PUT,/produtos/{id},200,True,4.14
10,4,9,EXCLUIR,DELETE,/produtos/{id},204,True,6.57
10,1,9,CRIAR,POST,/produtos,201,True,3.21
10,1,9,LISTAR,GET,/produtos,200,True,9.9
10,1,9,CONSULTAR,GET,/produtos/{id},200,True,9.3
10,1,9,ATUALIZAR,PUT,/produtos/{id},200,True,9.12
10,1,9,EXCLUIR,DELETE,/produtos/{id},204,True,8.92
10,2,9,CRIAR,POST,/produtos,201,True,3.62
10,2,9,LISTAR,GET,/produtos,200,True,8.36
10,2,9,CONSULTAR,GET,/produtos/{id},200,True,6.93
10,2,9,ATUALIZAR,PUT,/produtos/{id},200,True,12.14
10,2,9,EXCLUIR,DELETE,/produtos/{id},204,True,8.23
10,3,9,CRIAR,POST,/produtos,201,True,3.65
10,3,9,LISTAR,GET,/produtos,200,True,10.47
10,3,9,CONSULTAR,GET,/produtos/{id},200,True,12.57
10,3,9,ATUALIZAR,PUT,/produtos/{id},200,True,13.44
10,3,9,EXCLUIR,DELETE,/produtos/{id},204,True,4.09
10,10,9,CRIAR,POST,/produtos,201,True,8.0
10,10,9,LISTAR,GET,/produtos,200,True,9.48
10,10,9,CONSULTAR,GET,/produtos/{id},200,True,6.1
10,10,9,ATUALIZAR,PUT,/produtos/{id},200,True,8.97
10,10,9,EXCLUIR,DELETE,/produtos/{id},204,True,4.45
10,7,9,CRIAR,POST,/produtos,201,True,5.49
10,7,9,LISTAR,GET,/produtos,200,True,8.66
10,7,9,CONSULTAR,GET,/produtos/{id},200,True,8.97
10,7,9,ATUALIZAR,PUT,/produtos/{id},200,True,9.49
10,7,9,EXCLUIR,DELETE,/produtos/{id},204,True,8.87
10,6,9,CRIAR,POST,/produtos,201,True,9.44
10,6,9,LISTAR,GET,/produtos,200,True,9.99
10,6,9,CONSULTAR,GET,/produtos/{id},200,True,12.15
10,6,9,ATUALIZAR,PUT,/produtos/{id},200,True,9.74
10,6,9,EXCLUIR,DELETE,/produtos/{id},204,True,3.63
10,8,9,CRIAR,POST,/produtos,201,True,11.26
10,8,9,LISTAR,GET,/produtos,200,True,4.69
10,8,9,CONSULTAR,GET,/produtos/{id},200,True,10.44
10,8,9,ATUALIZAR,PUT,/produtos/{id},200,True,8.25
10,8,9,EXCLUIR,DELETE,/produtos/{id},204,True,5.2
10,5,9,CRIAR,POST,/produtos,201,True,16.21
10,5,9,LISTAR,GET,/produtos,200,True,10.54
10,5,9,CONSULTAR,GET,/produtos/{id},200,True,13.17
10,5,9,ATUALIZAR,PUT,/produtos/{id},200,True,6.64
10,5,9,EXCLUIR,DELETE,/produtos/{id},204,True,1.99
10,9,9,CRIAR,POST,/produtos,201,True,8.07
10,9,9,LISTAR,GET,/produtos,200,True,16.38
10,9,9,CONSULTAR,GET,/produtos/{id},200,True,10.77
10,9,9,ATUALIZAR,PUT,/produtos/{id},200,True,8.14
10,9,9,EXCLUIR,DELETE,/produtos/{id},204,True,1.48
10,2,10,CRIAR,POST,/produtos,201,True,4.91
10,2,10,LISTAR,GET,/produtos,200,True,10.3
10,2,10,CONSULTAR,GET,/produtos/{id},200,True,8.59
10,2,10,ATUALIZAR,PUT,/produtos/{id},200,True,9.66
10,2,10,EXCLUIR,DELETE,/produtos/{id},204,True,7.51
10,4,10,CRIAR,POST,/produtos,201,True,5.92
10,4,10,LISTAR,GET,/produtos,200,True,7.96
10,4,10,CONSULTAR,GET,/produtos/{id},200,True,11.77
10,4,10,ATUALIZAR,PUT,/produtos/{id},200,True,10.06
10,4,10,EXCLUIR,DELETE,/produtos/{id},204,True,6.15
10,1,10,CRIAR,POST,/produtos,201,True,9.21
10,1,10,LISTAR,GET,/produtos,200,True,8.63
10,1,10,CONSULTAR,GET,/produtos/{id},200,True,9.01
10,1,10,ATUALIZAR,PUT,/produtos/{id},200,True,6.35
10,1,10,EXCLUIR,DELETE,/produtos/{id},204,True,8.12
10,6,10,CRIAR,POST,/produtos,201,True,8.97
10,6,10,LISTAR,GET,/produtos,200,True,8.36
10,6,10,CONSULTAR,GET,/produtos/{id},200,True,7.52
10,6,10,ATUALIZAR,PUT,/produtos/{id},200,True,9.09
10,6,10,EXCLUIR,DELETE,/produtos/{id},204,True,6.2
10,3,10,CRIAR,POST,/produtos,201,True,6.12
10,3,10,LISTAR,GET,/produtos,200,True,11.22
10,3,10,CONSULTAR,GET,/produtos/{id},200,True,14.95
10,3,10,ATUALIZAR,PUT,/produtos/{id},200,True,6.1
10,3,10,EXCLUIR,DELETE,/produtos/{id},204,True,5.21
10,9,10,CRIAR,POST,/produtos,201,True,10.54
10,9,10,LISTAR,GET,/produtos,200,True,9.3
10,9,10,CONSULTAR,GET,/produtos/{id},200,True,10.59
10,9,10,ATUALIZAR,PUT,/produtos/{id},200,True,5.92
10,9,10,EXCLUIR,DELETE,/produtos/{id},204,True,3.81
10,8,10,CRIAR,POST,/produtos,201,True,11.28
10,8,10,LISTAR,GET,/produtos,200,True,12.04
10,8,10,CONSULTAR,GET,/produtos/{id},200,True,8.74
10,8,10,ATUALIZAR,PUT,/produtos/{id},200,True,7.98
10,8,10,EXCLUIR,DELETE,/produtos/{id},204,True,4.22
10,7,10,CRIAR,POST,/produtos,201,True,14.07
10,7,10,LISTAR,GET,/produtos,200,True,13.11
10,7,10,CONSULTAR,GET,/produtos/{id},200,True,5.87
10,7,10,ATUALIZAR,PUT,/produtos/{id},200,True,7.03
10,7,10,EXCLUIR,DELETE,/produtos/{id},204,True,2.79
10,10,10,CRIAR,POST,/produtos,201,True,12.02
10,10,10,LISTAR,GET,/produtos,200,True,8.17
10,10,10,CONSULTAR,GET,/produtos/{id},200,True,14.71
10,10,10,ATUALIZAR,PUT,/produtos/{id},200,True,5.57
10,10,10,EXCLUIR,DELETE,/produtos/{id},204,True,2.15
10,5,10,CRIAR,POST,/produtos,201,True,15.5
10,5,10,LISTAR,GET,/produtos,200,True,9.73
10,5,10,CONSULTAR,GET,/produtos/{id},200,True,7.64
10,5,10,ATUALIZAR,PUT,/produtos/{id},200,True,14.89
10,5,10,EXCLUIR,DELETE,/produtos/{id},204,True,5.39
